"X","Y","Z","Intensity","ReturnNumber","NumberOfReturns","ScanDirectionFlag","EdgeOfFlightLine","Classification","ScanAngleRank","UserData","PointSourceId","GpsTime"
524550.890,4778999.430,1528.460,2518.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,78.000,586564.942
524551.230,4778999.300,1527.690,7102.000,2.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.942
524550.220,4778999.580,1527.810,9168.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,15.000,586564.942
524549.320,4778999.830,1527.740,9684.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.942
524547.500,4778999.550,1528.330,7812.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,27.000,586564.949
524546.570,4778999.800,1528.250,8393.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.949
524545.630,4778999.200,1528.550,8781.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,10.000,586564.956
524544.320,4778999.610,1529.520,1872.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,91.000,586564.956
524544.650,4778999.480,1528.750,7102.000,2.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.956
524543.480,4778999.840,1529.410,4777.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.956
524543.760,4778999.730,1528.750,4455.000,2.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.956
524539.170,4778999.280,1529.780,8006.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.970
524538.190,4778999.560,1529.810,8781.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.970
524537.160,4778999.860,1530.150,7812.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.971
524542.030,4778999.350,1529.110,8781.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.963
524540.760,4778999.750,1529.940,3615.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,60.000,586564.963
524540.970,4778999.660,1529.450,4713.000,2.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.963
524540.060,4778999.920,1529.430,10459.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.963
524533.450,4778999.160,1530.960,9039.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,12.000,586564.985
524532.540,4778999.410,1531.040,8329.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,9.000,586564.985
524531.540,4778999.700,1531.150,8393.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.985
524530.540,4778999.980,1531.240,9362.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.985
524536.290,4778999.220,1530.270,10395.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.978
524534.990,4778999.620,1531.170,2840.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,67.000,586564.978
524535.340,4778999.490,1530.370,6908.000,2.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.978
524534.360,4778999.770,1530.600,8264.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.978
524002.060,4778999.960,1509.530,9684.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.434
524131.980,4778999.940,1527.220,10653.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.331
524134.410,4778999.980,1527.210,10201.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.345
524129.640,4778999.870,1527.170,9878.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.317
524130.780,4778999.930,1527.190,10718.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.324
524126.970,4778999.820,1527.160,10588.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.302
524128.350,4778999.840,1527.170,10653.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.309
524124.290,4778999.860,1527.090,10266.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.288
524122.980,4778999.970,1526.960,9749.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.281
524121.140,4778999.830,1526.990,11105.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.267
524113.950,4778999.820,1526.750,10911.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.218
524104.740,4778999.920,1525.910,10136.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.168
524106.000,4778999.930,1526.060,10395.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.175
524103.480,4778999.970,1525.810,9684.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.161
524096.400,4778999.900,1525.140,10911.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.112
524095.380,4778999.940,1525.030,10976.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.105
524092.390,4778999.870,1524.710,10524.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.084
524091.070,4778999.930,1524.560,9555.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.077
524089.720,4778999.940,1524.440,11170.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.070
524088.370,4778999.950,1524.200,10588.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.062
524087.150,4778999.840,1524.200,10588.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.055
524078.930,4778999.860,1523.400,10782.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.006
524077.840,4778999.950,1523.290,9233.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.999
524073.590,4778999.850,1522.890,9426.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.964
524067.030,4778999.890,1522.160,9426.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.921
524065.790,4778999.920,1522.120,8070.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.914
524064.550,4778999.990,1521.900,9684.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.907
524060.310,4778999.940,1521.270,12655.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.879
524058.520,4778999.940,1520.980,12525.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.865
524057.900,4778999.860,1520.960,12138.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.858
524055.330,4778999.960,1520.520,9297.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.837
524051.840,4778999.920,1519.920,9103.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.808
524047.640,4778999.890,1519.280,8458.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.780
524043.550,4778999.890,1518.410,8845.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.752
524040.180,4778999.940,1517.670,9555.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.724
524038.160,4778999.890,1517.330,8974.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.703
524036.330,4778999.980,1516.970,10588.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.688
524034.470,4778999.880,1516.680,10847.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.674
524033.270,4778999.980,1516.610,9426.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.667
524031.210,4778999.960,1515.880,10782.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.653
524029.400,4778999.980,1515.640,10588.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.639
524027.280,4778999.860,1515.340,8264.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.618
524024.730,4778999.890,1514.610,8587.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.597
524021.180,4778999.970,1513.810,8587.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.568
524016.600,4778999.890,1512.730,8974.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.533
524007.240,4778999.990,1510.560,8910.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587116.470
524266.680,4778999.930,1538.480,11105.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.439
524267.430,4778999.820,1538.560,9233.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.446
524265.490,4778999.870,1538.330,10266.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.424
524266.130,4778999.860,1538.410,10201.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.432
524264.770,4778999.960,1538.070,8006.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.417
524262.270,4778999.990,1537.720,10072.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.389
524260.250,4778999.800,1537.420,9491.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.361
524258.130,4778999.940,1537.080,8910.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.333
524258.900,4778999.800,1537.280,9555.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.340
524255.680,4778999.810,1536.760,9362.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.304
524254.900,4778999.920,1536.500,10718.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.297
524253.720,4778999.840,1536.360,11105.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.283
524254.360,4778999.870,1536.450,8974.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.290
524249.580,4778999.830,1535.610,8781.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.234
524247.320,4778999.880,1535.220,9491.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.206
524247.950,4778999.860,1535.310,7102.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.213
524246.570,4778999.980,1535.160,8910.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.199
524243.180,4778999.880,1534.400,9749.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.163
524239.520,4778999.790,1533.740,11105.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.128
524240.050,4778999.860,1533.880,9491.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.135
524237.730,4778999.880,1533.400,10782.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.107
524237.050,4778999.980,1533.300,9749.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.100
524235.620,4778999.830,1533.090,9233.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.079
524234.760,4778999.990,1533.000,10395.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.072
524234.110,4778999.970,1532.880,9684.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.065
524229.440,4778999.950,1532.200,10782.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.022
524228.670,4778999.880,1532.050,10136.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.015
524224.830,4778999.810,1531.550,9684.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.980
524224.000,4778999.920,1531.530,12073.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.973
524222.800,4778999.820,1531.300,10653.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.959
524221.450,4778999.810,1531.120,9943.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.945
524219.310,4778999.940,1530.840,10459.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.923
524215.770,4778999.990,1530.370,11557.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.895
524214.830,4778999.980,1530.150,9233.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.888
524212.910,4778999.960,1530.000,9491.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.874
524208.890,4778999.840,1529.340,9103.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.839
524206.680,4778999.860,1529.160,9814.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.818
524204.210,4778999.860,1528.730,11299.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.796
524203.200,4778999.950,1528.600,10201.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.789
524196.190,4778999.930,1527.390,11170.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.740
524195.250,4778999.930,1527.240,12848.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.733
524193.360,4778999.990,1526.830,12913.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.719
524189.940,4778999.870,1526.420,10266.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.691
524186.220,4778999.850,1526.180,7554.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,21.000,587117.662
524184.010,4778999.900,1525.660,13171.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.648
524176.400,4778999.850,1525.660,11880.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.599
524171.340,4778999.960,1526.650,5229.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,76.000,587117.571
524169.330,4778999.870,1526.980,3034.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,83.000,587117.556
524167.200,4778999.890,1526.290,13558.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.542
524165.980,4778999.920,1526.400,12138.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.535
524164.870,4778999.880,1526.480,10136.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.528
524163.710,4778999.930,1526.540,11751.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.521
524156.850,4778999.950,1526.900,12138.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.479
524148.080,4778999.990,1527.010,11040.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.429
524140.480,4778999.890,1527.300,10524.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.380
524139.210,4778999.990,1527.320,10524.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587117.373
524269.610,4778999.970,1538.960,11686.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.474
524270.380,4778999.870,1539.100,8845.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.481
524271.940,4778999.950,1539.340,8845.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.502
524272.490,4778999.870,1539.430,10459.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.509
524273.440,4778999.860,1539.650,10588.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.523
524273.070,4778999.770,1539.610,11170.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.516
524274.070,4778999.770,1539.710,9814.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.530
524274.600,4778999.790,1539.880,11428.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.537
524275.180,4778999.810,1540.020,11492.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.544
524276.210,4778999.950,1540.120,10782.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.559
524275.780,4778999.850,1540.060,11557.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.551
524276.830,4778999.900,1540.170,9168.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.566
524277.320,4778999.890,1540.260,7877.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.573
524277.840,4778999.870,1540.330,8845.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.580
524278.480,4778999.780,1540.440,10007.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.587
524279.050,4778999.800,1540.500,9943.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.594
524280.590,4778999.960,1540.720,8329.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.615
524281.150,4778999.930,1540.880,10782.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.622
524281.620,4778999.930,1540.960,8781.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.629
524282.190,4778999.870,1541.070,9297.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.636
524282.780,4778999.790,1541.190,8458.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.643
524283.800,4778999.760,1541.330,8329.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.657
524284.130,4778999.870,1541.380,10782.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.664
524284.510,4778999.910,1541.460,8910.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.671
524288.380,4778999.800,1542.130,7618.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.721
524288.940,4778999.810,1542.230,9491.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.728
524289.350,4778999.940,1542.340,10136.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.735
524290.070,4778999.850,1542.530,8845.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.742
524290.610,4778999.890,1542.590,7812.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.749
524291.090,4778999.950,1542.640,8522.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.756
524292.980,4778999.850,1543.060,8264.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.784
524292.630,4778999.780,1543.060,11105.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.777
524293.280,4778999.970,1543.090,6779.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.791
524294.370,4778999.760,1543.260,7812.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.806
524294.630,4778999.840,1543.270,10266.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.813
524294.870,4778999.930,1543.320,9943.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.820
524296.330,4778999.800,1543.630,6456.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.841
524297.690,4778999.920,1543.860,8781.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.862
524299.100,4778999.810,1544.070,10459.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.883
524299.400,4778999.850,1544.090,9426.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.890
524299.730,4778999.860,1544.180,9878.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.897
524300.030,4778999.900,1544.260,10524.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.904
524301.360,4778999.750,1544.410,8199.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.933
524301.560,4778999.740,1544.410,7618.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.940
524301.860,4778999.840,1544.450,8264.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.954
524302.160,4778999.870,1544.500,9233.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.961
524302.470,4778999.920,1544.570,8651.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587118.968
524305.270,4778999.920,1545.060,10201.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.060
524305.130,4778999.920,1545.040,9297.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.052
524305.650,4778999.790,1545.100,10976.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.067
524305.950,4778999.760,1545.160,8651.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.074
524306.850,4778999.990,1545.300,9814.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.102
524307.160,4778999.850,1545.440,10136.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.109
524307.710,4778999.870,1545.550,10136.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.130
524308.430,4778999.840,1545.680,11363.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.151
524308.830,4778999.860,1545.740,10136.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.165
524309.010,4778999.910,1545.740,10266.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.180
524309.340,4778999.980,1545.810,12009.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.194
524309.840,4778999.920,1545.850,8587.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.208
524310.370,4778999.920,1545.910,8651.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.229
524310.320,4778999.820,1545.960,9491.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.222
524311.140,4778999.860,1546.090,9103.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.250
524311.690,4778999.760,1546.130,8845.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.264
524311.610,4778999.890,1546.140,10266.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.271
524311.530,4778999.970,1546.110,8199.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.278
524311.890,4778999.720,1546.170,8910.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.292
524311.860,4778999.880,1546.180,10976.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.299
524313.020,4778999.800,1546.400,8781.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.328
524312.820,4778999.760,1546.370,10201.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.321
524313.140,4778999.860,1546.460,7877.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.335
524313.340,4778999.860,1546.450,7618.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.342
524313.390,4778999.920,1546.440,8781.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.349
524313.690,4778999.950,1546.490,8845.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.377
524313.790,4778999.830,1546.530,9943.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.370
524313.940,4778999.780,1546.560,9168.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.398
524314.070,4778999.850,1546.590,10072.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.412
524314.020,4778999.770,1546.580,10201.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.405
524314.270,4778999.840,1546.570,7296.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.419
524314.360,4778999.940,1546.570,7296.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.427
524314.490,4778999.980,1546.580,8781.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.434
524315.350,4778999.760,1546.740,8845.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.462
524315.410,4778999.790,1546.770,9168.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.469
524315.300,4778999.970,1546.690,8781.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.476
524316.030,4778999.750,1546.880,9297.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.490
524316.180,4778999.760,1546.900,8845.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.497
524316.180,4778999.880,1546.880,9491.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.511
524316.200,4778999.830,1546.910,9168.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.504
524316.170,4778999.910,1546.860,7618.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.518
524316.350,4778999.970,1546.910,7425.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.532
524316.250,4778999.930,1546.880,8845.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.525
524317.220,4778999.770,1547.060,8458.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.554
524317.410,4778999.770,1547.100,8522.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.561
524317.860,4778999.730,1547.170,8199.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.575
524317.510,4778999.840,1547.080,8070.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.568
524318.040,4778999.730,1547.190,9620.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.582
524318.310,4778999.880,1547.250,9426.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.596
524318.260,4778999.730,1547.270,8845.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.589
524318.490,4778999.990,1547.230,8458.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.603
524319.140,4778999.960,1547.320,8781.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.631
524319.320,4778999.890,1547.350,9426.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.638
524319.800,4778999.840,1547.380,8458.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.652
524319.500,4778999.860,1547.370,8974.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.645
524320.000,4778999.900,1547.370,8845.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.659
524320.520,4778999.980,1547.480,10136.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.674
524320.310,4778999.890,1547.460,9878.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.667
524321.170,4778999.860,1547.600,10136.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.688
524320.910,4778999.890,1547.520,9749.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.681
524321.500,4778999.810,1547.630,8006.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.695
524321.850,4778999.950,1547.650,8329.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.709
524321.660,4778999.870,1547.660,8070.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.702
524323.680,4778999.930,1548.030,11428.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,587119.758
